attribute_concept,masked_display_value,value_hash,global_frequency,frequency_by_source,source_count,rule2_status,reason,profiling_transformation,affected_records,potential_pair_incidences
first_name,Z***,90a78d039c15fc42cd1887e9a9e88ee9ab29b5bdc426547ffdf467a886b70e46,203,"{""app_users"": 130, ""store_customers"": 73}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
first_name,S***,abe5bac156caa313f37730131bf6584b905c7b3c9f55ac639a4b8ba1e5184b76,203,"{""app_users"": 128, ""store_customers"": 75}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
first_name,Z***,ac5ed6e347813409cf647f4996dcddc91ea018ecb8704e2c013656e35b2e6614,203,"{""app_users"": 128, ""store_customers"": 75}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
first_name,J***,b749f0a1e750ebed8d40079d60b1418cb2e99a5af5fae04ae0307b3bd046dd74,203,"{""app_users"": 109, ""store_customers"": 94}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
first_name,S***,bfbbd51e026910669eb07b7c405531432727ac55281c69b5dbac1c15a5a6c4a0,203,"{""app_users"": 131, ""store_customers"": 72}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
first_name,G***,d6474d03fc7532ada2b4302e0bd5d758afe4269dc04e4d86cf28e6e8478ea458,203,"{""app_users"": 114, ""store_customers"": 89}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
first_name,P***,e90e7bf2a04a9b43bf9f1878a191d7ee9ec958a796ad37dd32f05b9923b858ef,203,"{""app_users"": 117, ""store_customers"": 86}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
first_name,J***,f4850037744c8f31c00c76384f61cb683d1b1c713f5b62d0c477d24ace33ac47,203,"{""app_users"": 118, ""store_customers"": 85}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
first_name,G***,f4eab8ff9c24ff82958edc36921ec467c78f49661d8eaacb000e108a284b0b06,203,"{""app_users"": 114, ""store_customers"": 89}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
first_name,M***,fe0cb5aaabdaac2ae4f41b5ef3f94cfce6cbb43dae083c343cc28a54ddf7e38d,203,"{""app_users"": 118, ""store_customers"": 85}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
last_name,P***,069f8fb0e966863e1ff6b0950a9bf625b554da1f531710d608f484c2e08ecbcc,203,"{""app_users"": 121, ""store_customers"": 82}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
last_name,D***,06c701ce81015612af1c7015b14d613a2c663e7ea543a9bde9d70a5b8a707286,203,"{""app_users"": 125, ""store_customers"": 78}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
last_name,C***,118707f36fd3de7e90ca544037351d77bd8fd6c72d22b8696594cc1c5c8d6e27,203,"{""app_users"": 122, ""store_customers"": 81}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
last_name,T***,1f444bcce8a3097d7a8f415e65527545b11cd76653147b60ee6d2b62fa32be13,203,"{""app_users"": 114, ""store_customers"": 89}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
last_name,J***,20ba12b39025acfff0d2e4e805753dadbcb5d7197cf9b791b15c4df4da705f1f,203,"{""app_users"": 106, ""store_customers"": 97}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
last_name,W***,20fb62d3003ef448d3e69a380b418dfae9bd82360238918a704b556433ab0f3b,203,"{""app_users"": 116, ""store_customers"": 87}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
last_name,P***,2f3159f025948366ac52745c4977e2d973b405b354864731f790a35908443fb0,203,"{""app_users"": 123, ""store_customers"": 80}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
last_name,S***,3285f1ae674732b55782ae6febc623b8561279375309e8799fff65cf75c818e4,203,"{""app_users"": 130, ""store_customers"": 73}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
last_name,B***,3b6ccc6c04144ec432ea87580910187244c0f37207c0aeb0c748ddffa634f600,203,"{""app_users"": 125, ""store_customers"": 78}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
last_name,S***,42596e43cad4077216c7c0affc7af88cd9c74b95432e2b02945788de99e7c7ba,203,"{""app_users"": 110, ""store_customers"": 93}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
last_name,W***,4d3f3ffbcea84401bbe27a4e3c6092e660e8a63b6afd709e3edfbdae1fdc72a9,203,"{""app_users"": 110, ""store_customers"": 93}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
last_name,P***,514a371d358f3357c107f3d9906aa633fa04c562ae6894eb7ebaca568f09e2b7,203,"{""app_users"": 120, ""store_customers"": 83}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
last_name,P***,5c04acbc5ec385664398360b5d10ea8bf4dfb7907109ae87e19740d2fcab5a65,203,"{""app_users"": 122, ""store_customers"": 81}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
last_name,P***,64434945f7bfa7e00e8956059bd7364233bf14515b194068b942d9bd5a1c8cda,203,"{""app_users"": 111, ""store_customers"": 92}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
last_name,L***,6d11fbc4bbb5ce395dc591d9c917910279df2bdad76c01a7e7862090f7053883,203,"{""app_users"": 118, ""store_customers"": 85}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
last_name,Y***,747946513842577f6b9a9be065685c708ec57195f8f55ef589b212ce15c63b57,203,"{""app_users"": 126, ""store_customers"": 77}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
last_name,B***,7f27a432e8aa219cae85904d2f87146a976465a26749e1c49fb17c35cca4db24,203,"{""app_users"": 124, ""store_customers"": 79}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
last_name,L***,859fe8f08de25173ede9535d8308305bf05d3311b918228dcaae9ce294426a78,203,"{""app_users"": 114, ""store_customers"": 89}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
last_name,C***,9acc08ae8a0a16193baff58db7bda45388c9cba5d58fc198943df211df6099ae,203,"{""app_users"": 116, ""store_customers"": 87}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
last_name,V***,9efb5afce00293c723afabcef003972c440f18b16d36c49d1520c1ecddf57f79,203,"{""app_users"": 106, ""store_customers"": 97}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
last_name,G***,a8db75bd0b2bcf0cc25cec48752e6a251f6353cd6ace21932c459fabca21a170,203,"{""app_users"": 127, ""store_customers"": 76}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
last_name,P***,b60aa4dc0a54feb03dc08d1789d5dbef56f8a6e1270d759840209e5c089e995d,203,"{""app_users"": 123, ""store_customers"": 80}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
last_name,C***,be18bc2c8b747bf227157727361b10450e33405d4932783d2d86587002e1e1c3,203,"{""app_users"": 125, ""store_customers"": 78}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
last_name,C***,d1dfcf6769bd9ceedbd1138ef9c372abc9addb81022a5dfce8e3897d74ef34b3,203,"{""app_users"": 114, ""store_customers"": 89}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
last_name,S***,e23890753e03429c48d0d0a60b0a73f9adc5c902f92818a92700572d9c6f1b96,203,"{""app_users"": 112, ""store_customers"": 91}",2,worthless,Observed on 203 physical records; strict Rule 2 threshold is greater than 40.,trim only,203,20503
first_name,P***,2c81abb0fc332768fb7e0d3782159f7e3221bd75469138e9a96b6b607f317d64,202,"{""app_users"": 109, ""store_customers"": 93}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,J***,2ef9ed4f347d46a80df10b6d3fbf63db220c71ee23dba182cb8a2b4b5d1140f4,202,"{""app_users"": 121, ""store_customers"": 81}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,Z***,31cef06d8660147878220315c4aa8fd3737c1366127d30e840e76f1e3a343f6b,202,"{""app_users"": 117, ""store_customers"": 85}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,N***,3e16ace16b7a392936006303bf82ab359e71be40790fc60b7d25596242bfc66e,202,"{""app_users"": 116, ""store_customers"": 86}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,C***,3f5bc65ee66567881a042ff840639a2477db8d539d55b7bd05c3bf63ce73cf81,202,"{""app_users"": 118, ""store_customers"": 84}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,T***,4404670cb0eccf0a3c70956e08e1248a16457e25f1b71b5a91a51926c85eec33,202,"{""app_users"": 119, ""store_customers"": 83}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,Y***,46d080969e9aa5cb2f04fa3dd11dd24d7634881fc662d93905e6c8c83039c6f2,202,"{""app_users"": 124, ""store_customers"": 78}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,C***,591e31ec1c49358f5205f748dff19bc080b1e4f8a1c24f0d60b7bd315f1b4514,202,"{""app_users"": 121, ""store_customers"": 81}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,D***,5c79d3c20ddde61b8b6b803c727f5f91da00a63dbd97137a1ac194846b7665bc,202,"{""app_users"": 118, ""store_customers"": 84}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,Z***,5da39b128b45a7907e3cca0e584326075e7274d643e1b8d7034b480c5f3c8bb0,202,"{""app_users"": 124, ""store_customers"": 78}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,X***,688c157ee227bbf67ed8fc8cb6c283b42ca74f5b2136fbca1dd1214d5095b825,202,"{""app_users"": 115, ""store_customers"": 87}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,P***,6a98d3ec9c948b88efb963202872c5be482f1feb83774580aeb4b3ce8e748658,202,"{""app_users"": 111, ""store_customers"": 91}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,S***,6c05e55d6993c70ff18eceb64af492ce25f9d0e2db716f44d31707d75069b071,202,"{""app_users"": 118, ""store_customers"": 84}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,L***,6d1cf0bf4e1bc1ddce5d202049de3e7eac3944171a2d7a9ab4b9271437a1f7a5,202,"{""app_users"": 123, ""store_customers"": 79}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,P***,6d9e21d2df4bdf674577e548a673d178a764c5f7d84ffe911433da91b960d2fa,202,"{""app_users"": 116, ""store_customers"": 86}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,S***,70a39ccd22a53b069a7f2a6c9176878f6c529452054ad39bdb1a5dd008bed86b,202,"{""app_users"": 116, ""store_customers"": 86}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,P***,a8c4a293c9c8f6b98d307f9bf278697892c74fbc469b5d861b8b5c59d13e0047,202,"{""app_users"": 117, ""store_customers"": 85}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,W***,bf922fb8a95b89d1c913a639d2bc158c699a192de3a85f5115be85c39dcb74e2,202,"{""app_users"": 123, ""store_customers"": 79}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,B***,c684ae46ec5bf9517c00216c08621e37a87898706ee8ae2f011b1d562d494706,202,"{""app_users"": 119, ""store_customers"": 83}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,V***,d2eaf8e131b52c0b462d8c077b7c0f281f8db6efa8fac232f64e85bedc781ef7,202,"{""app_users"": 129, ""store_customers"": 73}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,G***,d356088e6908ec3c07a8d0d2909cfa051db02e76ff3cad452ad16c71ea78cc94,202,"{""app_users"": 127, ""store_customers"": 75}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,T***,db0e44daeb3eb531c9dfb3fe87c34f88de7d131684a987a38fe0f6b852203ea1,202,"{""app_users"": 126, ""store_customers"": 76}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,S***,db299ddc4d78f166930856f14389d66d1800dfe314eb7fc79c2eb0a44836db30,202,"{""app_users"": 124, ""store_customers"": 78}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,V***,e0bca042bf966870ceda7a406afbc1eceba36d29d0740f9253ecdc81ca7050be,202,"{""app_users"": 120, ""store_customers"": 82}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,Q***,f1755aa1cacb66d4955836967340aa57200de7ac38c40ae01962ed8a32556e1f,202,"{""app_users"": 129, ""store_customers"": 73}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,L***,f9517bc72c29cf98b90047a3da4381acc9947ae8e9fd68059b3a3c780e06d0f4,202,"{""app_users"": 119, ""store_customers"": 83}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,S***,fb15cb0a87d90280a7518c986cc344862e4c9229a0124c90bbe1c7180be639f0,202,"{""app_users"": 105, ""store_customers"": 97}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
last_name,S***,11ed4a5d9fd1339bcf8d0316ab23c4323428ad5c33756a2d297edcfdc7ae69c3,202,"{""app_users"": 108, ""store_customers"": 94}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
last_name,Q***,144828cee7e74157e82df68f9875eab7f82cb69650630dbe4dd1ce36c3b55b7c,202,"{""app_users"": 117, ""store_customers"": 85}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
last_name,J***,14e6dc09e06693f9641a4fb86ce281323322a43e0e8e46bd200242a60cfd17c1,202,"{""app_users"": 117, ""store_customers"": 85}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
last_name,L***,19d28a2e416d79675ccd80b4c70ddc7c780a3b50ec04d1758c347bdb6896899a,202,"{""app_users"": 126, ""store_customers"": 76}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
last_name,C***,28f5bbd9e0da3ca41388ed70b680da6da920a16777af96ec7813ae872cbe1cc9,202,"{""app_users"": 118, ""store_customers"": 84}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
last_name,B***,6a4eff57d07a9941817a1346464b28ab4ae420cfdf10e04d30f140b013a44de8,202,"{""app_users"": 102, ""store_customers"": 100}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
last_name,B***,6f724a7f312ea72013d73f237d5b717bfd2b266ab9ea73c72cd86cf1a27c38d1,202,"{""app_users"": 117, ""store_customers"": 85}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
last_name,Y***,7c986663ad132d570f6a9df2e1cb8b254f5f38d7aa6be37de6ae7d5fa42bf82c,202,"{""app_users"": 135, ""store_customers"": 67}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
last_name,Z***,81539e667ee800eae08a2f6cbf4c1fb6f2b2fba22cc41b3b67d8b989e118ec62,202,"{""app_users"": 119, ""store_customers"": 83}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
last_name,T***,83b59c9eeea69f1257d72e978871f8f65610aeccd7af8158f43301e0e039dbae,202,"{""app_users"": 116, ""store_customers"": 86}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
last_name,T***,a204aebb67b13ff4ce83026c34cf66b707fb7cb750a84ed509b27a5b2b717db3,202,"{""app_users"": 126, ""store_customers"": 76}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
last_name,T***,a669b45d594c2df9e4b1e254798c63874debddbe0533b26f9c8b73992d26ed8f,202,"{""app_users"": 118, ""store_customers"": 84}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
last_name,P***,ad70aba119f2443f4148b69cec4ab34ba4cb485e3e8efa3c9706b108b67a8238,202,"{""app_users"": 135, ""store_customers"": 67}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
last_name,K***,bdce74638b66d1eb5cf582c34e3b2506d40d9ebb30aafdb46887a37617fb2de6,202,"{""app_users"": 117, ""store_customers"": 85}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
last_name,G***,c83a4c3095e85d4ff6ed1c66647c6ab04cf4145903b54691d04fbced211cce32,202,"{""app_users"": 113, ""store_customers"": 89}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
last_name,N***,c968a728fe2427581b9de1317d9aafe745d5c9b7cd8974a89a3ab2cebde319e5,202,"{""app_users"": 120, ""store_customers"": 82}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
last_name,Z***,cb5af8be3dc24446b2ea17983ad16a25ea333f799573845235f411485db95584,202,"{""app_users"": 113, ""store_customers"": 89}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
last_name,S***,d367d295add6f2b227680161ce50123472e9333901832443e98cf04c55b6815d,202,"{""app_users"": 121, ""store_customers"": 81}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
last_name,W***,d8af56edcfc4b32aca61cd4f35042c7cc7784b8dbac45d018850ccf10ef1f442,202,"{""app_users"": 121, ""store_customers"": 81}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
last_name,L***,dff036034036383b7eb79fbe870cad15e234230144f1d13f0d242d0ab3f08d79,202,"{""app_users"": 123, ""store_customers"": 79}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
last_name,Z***,e40090e1878f25a5c6a1924eb24418502f290b564bd07ee58d91a2c876f15c79,202,"{""app_users"": 111, ""store_customers"": 91}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
last_name,Q***,e4a3874ea049f5cfaf36ea1fc498f516c3f747d21a266bddf54a16a7c88681d1,202,"{""app_users"": 111, ""store_customers"": 91}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
last_name,L***,f7523935578bd38ca6fd582306c3bdfd7c3f77582911fac94e49af813ba4d1b6,202,"{""app_users"": 109, ""store_customers"": 93}",2,worthless,Observed on 202 physical records; strict Rule 2 threshold is greater than 40.,trim only,202,20301
first_name,J***,055d7ec9a8844054e1449fe41edc359d2afc17827ee0b9ec9946a7fc2ed2ba17,201,"{""app_users"": 121, ""store_customers"": 80}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
first_name,L***,199063344ee71fa6dd7f8ce47e416c0a7fa93492ef8e48b5dfd7d4bbeab1efd5,201,"{""app_users"": 108, ""store_customers"": 93}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
first_name,D***,2025db3e7064ed8905a8b083ec5292042521467314d03a74bbc1367a99376aa0,201,"{""app_users"": 112, ""store_customers"": 89}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
first_name,F***,252624d37717ec3b9feebc84da5b82675c8d0ae22983387c1fdca8b59f008bc0,201,"{""app_users"": 137, ""store_customers"": 64}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
first_name,B***,2e57c7515e9fe9329342003f61c0541925f5216d7b35da6738480f667979f7b4,201,"{""app_users"": 117, ""store_customers"": 84}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
first_name,N***,493f93865d883c5c0ca73e0b56c39be57139f8457b3f9a8caa0ad8befa37ab61,201,"{""app_users"": 123, ""store_customers"": 78}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
first_name,R***,4dcb1163484997efec48bee2326def1c9780b2ae05c4b988dabdf34f6b3a1f2b,201,"{""app_users"": 113, ""store_customers"": 88}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
first_name,N***,5c5db6faeacb85eb9064c0ae172a519e8ebd646310b308e79621b8158605fac7,201,"{""app_users"": 136, ""store_customers"": 65}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
first_name,R***,682aa1038ed1307e9f9af1739c2367102f32e788f35c7453b08404fb530ceb3e,201,"{""app_users"": 111, ""store_customers"": 90}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
first_name,N***,7139feb6c9472c5930ff99433a5251a87e866f001de9ab58b5784cb34f36b46a,201,"{""app_users"": 111, ""store_customers"": 90}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
first_name,P***,75c3bf0599fb185d654310d24a84f11a427b15a350619f7551e71d303a3cc71c,201,"{""app_users"": 127, ""store_customers"": 74}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
first_name,F***,7c2e1af75b8882b9284460e5a6b6c30c53e15db36dfcdb8561d1c35e187c6ffe,201,"{""app_users"": 120, ""store_customers"": 81}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
first_name,G***,87a1ac54b2e97bce2a660052fcfbff9e40c99c86adbd34c16127782781629f12,201,"{""app_users"": 117, ""store_customers"": 84}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
first_name,S***,8b3dbeb545de14368968e936c127d00e5989d307e6e0781ea36418bcc502e1f6,201,"{""app_users"": 130, ""store_customers"": 71}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
first_name,S***,95026240068eb46e22e9de9b7d98b47259b261b3ca528573f97c0fe34e40b639,201,"{""app_users"": 111, ""store_customers"": 90}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
first_name,D***,a81e02c3621e81c7eb7f524cbdd63f447b0e12d34daebdbf0da3167eb6dcca28,201,"{""app_users"": 112, ""store_customers"": 89}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
first_name,T***,a9a354a757095206789c7c65aef716249711df4d1458b9990f06cc22b36d88e5,201,"{""app_users"": 128, ""store_customers"": 73}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
first_name,S***,b896547034b940e5617a83bdb3f1b90a971bf7278ca2e82219bd9fc534e16c01,201,"{""app_users"": 115, ""store_customers"": 86}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
first_name,B***,bebd1edf3daa36dabb3eec5015853bd3e773403fb97e197695ce1cecf15a9113,201,"{""app_users"": 127, ""store_customers"": 74}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
first_name,N***,da546a1850e7ca4f577213c0bc2e56b1dfd2357d847612fab22681c4b421a072,201,"{""app_users"": 118, ""store_customers"": 83}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
first_name,M***,e5e32ff3208385623cb06ffedd1ecf493c21c036f308e64be5030618309f28d0,201,"{""app_users"": 124, ""store_customers"": 77}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
first_name,S***,f86a6349b5fe478f378ad6cdd52bfa3965afe3c333659a62489313ddee95adb5,201,"{""app_users"": 117, ""store_customers"": 84}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
first_name,T***,faaba7ccd9f97ccae9099c80d5d9293b995b93d240a0f71743c1a481b26b757e,201,"{""app_users"": 130, ""store_customers"": 71}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
first_name,V***,fdadf9b965cfeb5e0d960123eaa116a4221ccc6b25551535994755f1e0f8b99b,201,"{""app_users"": 115, ""store_customers"": 86}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
last_name,C***,2b903ef0cde89f2591a2cf510fd7095b15a7b213d0258c98e7ac9686303e4e36,201,"{""app_users"": 127, ""store_customers"": 74}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
last_name,Y***,2fc2ab0db553f00252203485cc218338f27c415ab0ecda7056a3edb61b9d52e7,201,"{""app_users"": 122, ""store_customers"": 79}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
last_name,F***,378042b7f5670b0ddaa72f012b57339bfe508967d791c7625a156ac595e38fa2,201,"{""app_users"": 122, ""store_customers"": 79}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
last_name,B***,4784863fc0340ef00dcdd879fb7d0e29b822e9f9f71df9b45fb80ffbeaffe423,201,"{""app_users"": 120, ""store_customers"": 81}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
last_name,P***,5c60d7d39c91c42d4897462594ea5e70954413db3c7aac8af760a8d93dc0a734,201,"{""app_users"": 121, ""store_customers"": 80}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
last_name,Q***,6ead49c0aa6427ada2afda126d8cbc3ce844cb9e63f76cd3b7db8083018ef4ea,201,"{""app_users"": 113, ""store_customers"": 88}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
last_name,F***,71d63e0cdf9d46bdd9f58bdb5dddffb19225b0812077901f4296b258f8cea3dd,201,"{""app_users"": 117, ""store_customers"": 84}",2,worthless,Observed on 201 physical records; strict Rule 2 threshold is greater than 40.,trim only,201,20100
